crop,region,soil_type,rainfall_mm,avg_temp_c,humidity_pct,sunlight_hours,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,soil_organic_matter_pct,fertilizer_kg_ha,irrigation_mm,pesticide_l_ha,ndvi,planting_density_k_per_ha,days_to_harvest,yield_tons_per_ha
Rice,West,Sandy,569.7,26.6,39.7,6.35,6.56,46.9,36.8,54.5,4.06,118.5,563.4,2.8,0.639,48.7,100,4.221
Rice,West,Sandy,1066.2,23.9,51.6,5.53,6.19,23.8,39.2,31.3,2.92,194.4,271.5,2.61,0.486,76.8,62,4.638
Cotton,East,Sandy,847.9,26.1,62.9,8.72,5.77,66.8,39.5,59.9,3.55,141.9,492.1,4.33,0.787,77.3,91,1.785
Soybean,East,Sandy,986.7,34.6,79.0,7.41,7.21,62.2,42.2,36.4,2.17,140.4,365.0,3.76,0.618,85.6,124,1.978
Rice,North,Sandy,554.1,17.2,70.7,6.08,5.57,67.2,33.1,40.5,2.54,103.0,296.4,1.15,0.743,61.0,115,4.633
Cotton,South,Silty,712.7,27.9,84.3,4.13,6.62,70.2,53.1,47.9,1.19,126.4,191.7,1.87,0.617,62.4,157,1.651
Rice,East,Silty,800.5,23.6,65.2,10.77,7.01,52.9,57.1,32.1,1.93,29.6,215.6,2.03,0.359,98.8,93,4.457
Maize,North,Sandy,562.5,21.0,56.9,9.97,6.61,53.9,33.6,57.8,4.44,131.1,284.2,3.28,0.523,95.2,128,5.311
Rice,North,Silty,676.1,30.4,72.8,9.16,7.36,65.1,26.0,62.7,0.2,65.1,283.8,1.71,0.86,55.1,146,4.507
Wheat,North,Silty,554.1,15.2,39.5,5.95,5.71,31.8,23.9,29.6,2.61,242.7,365.6,3.35,0.689,46.6,87,2.984
Maize,South,Loamy,799.8,9.8,34.4,6.25,5.95,44.7,44.9,42.4,2.47,194.0,218.6,2.28,0.904,57.6,135,3.972
Maize,Central,Sandy,369.7,25.3,74.6,7.6,6.18,49.1,47.1,71.5,3.59,204.8,223.0,1.2,0.833,102.4,120,5.453
Cotton,West,Clayey,843.0,23.2,63.2,5.66,8.8,63.8,44.9,60.4,0.87,70.7,404.7,0.82,0.51,22.2,106,1.499
Rice,Central,Sandy,777.7,15.9,74.5,5.52,6.86,41.9,45.9,22.4,2.24,200.3,527.8,3.02,0.405,68.3,65,4.019
Cotton,South,Sandy,649.2,13.7,47.2,9.19,6.99,39.3,33.2,61.3,2.41,110.0,310.3,2.97,0.769,98.5,131,1.563
Soybean,East,Sandy,812.4,35.6,79.3,6.92,6.96,43.5,16.1,5.0,3.41,166.6,353.2,3.09,0.758,83.9,103,1.861
Wheat,Central,Clayey,608.8,26.8,70.1,5.32,6.56,57.0,34.0,53.6,2.99,138.8,282.4,0.0,0.607,77.0,110,2.727
Soybean,South,Sandy,532.5,24.1,59.5,8.43,7.23,49.0,59.8,33.0,1.34,67.3,292.3,1.87,0.383,98.4,155,2.273
Maize,West,Clayey,835.9,37.2,63.1,6.14,5.19,28.2,43.2,51.4,2.66,87.7,274.6,3.25,0.52,75.5,119,3.907
Rice,West,Loamy,846.8,30.1,65.2,4.03,6.69,31.2,45.1,48.5,2.22,189.6,258.0,0.57,0.626,69.1,126,4.233
Maize,Central,Silty,573.2,34.6,47.1,5.3,6.8,52.0,50.9,46.9,3.46,187.6,366.6,2.57,0.717,95.0,169,4.444
Rice,Central,Loamy,551.7,16.9,54.2,6.23,7.21,52.5,29.9,53.2,2.75,67.7,374.0,1.45,0.452,118.3,124,3.955
Soybean,West,Loamy,654.3,16.7,65.0,7.33,5.69,50.4,42.7,38.1,4.75,218.2,270.7,1.06,0.756,34.5,100,2.395
Maize,East,Loamy,562.0,27.7,53.6,7.26,5.74,42.9,46.1,36.6,2.34,127.1,231.1,1.27,0.721,64.3,152,4.435
Maize,Central,Sandy,1081.3,26.5,38.0,8.84,5.79,61.8,28.8,58.0,2.43,73.1,242.7,3.58,0.723,73.9,122,4.15
Rice,West,Clayey,779.1,31.5,64.4,6.64,6.87,55.5,44.4,45.1,2.47,117.0,378.2,2.9,0.681,68.7,107,5.23
Rice,South,Silty,703.7,14.2,72.5,6.3,6.88,55.0,55.5,37.0,2.81,68.7,203.7,1.88,0.275,81.2,98,4.324
Maize,West,Sandy,466.8,28.2,76.0,8.87,5.84,55.6,35.2,42.5,3.84,106.5,178.0,4.2,0.648,79.6,113,5.672
Maize,East,Loamy,884.7,29.9,68.0,8.47,7.84,74.0,19.3,41.3,2.56,121.3,333.9,0.21,0.543,55.6,144,4.529
Rice,South,Sandy,547.1,29.6,72.3,6.68,6.7,34.6,42.1,40.2,2.6,181.0,292.0,1.36,0.687,91.4,106,4.341
Maize,East,Loamy,536.8,21.6,74.8,7.44,6.59,43.7,32.1,51.2,3.36,198.8,283.3,3.6,0.362,77.6,124,5.736
Rice,West,Sandy,893.2,27.1,61.2,6.29,6.35,45.0,42.2,32.8,2.05,213.8,400.0,1.82,0.298,105.0,99,3.929
Maize,Central,Clayey,796.8,19.3,28.2,5.26,7.15,68.9,29.9,66.3,3.63,197.2,293.8,1.79,0.689,101.4,156,4.473
Wheat,East,Loamy,74.1,22.2,77.4,10.3,6.77,44.4,40.7,48.1,2.62,35.8,221.4,1.88,0.467,75.7,86,3.674
Maize,North,Silty,660.6,17.7,46.6,6.19,7.82,38.1,54.7,19.3,2.1,63.3,320.5,1.54,0.281,90.6,95,4.292
Soybean,Central,Loamy,731.4,19.4,43.0,7.44,5.65,48.4,39.7,48.9,1.16,215.9,221.7,2.93,0.441,34.1,104,2.259
Cotton,East,Clayey,615.1,22.6,43.4,4.73,5.42,51.6,20.2,32.0,1.9,122.0,406.2,1.17,0.575,37.4,86,1.541
Soybean,South,Silty,740.1,21.1,97.3,8.1,5.98,67.9,44.5,44.6,2.79,141.7,302.7,4.69,0.769,101.8,133,1.806
Soybean,West,Silty,247.6,19.4,66.6,5.19,6.89,44.3,40.2,42.9,2.91,188.0,176.6,0.59,0.606,77.2,137,2.639
Wheat,South,Clayey,50.0,16.2,44.4,9.52,6.2,39.7,42.6,54.5,2.72,227.4,318.7,3.69,0.513,105.4,136,4.257
Rice,South,Clayey,456.1,35.8,49.7,9.7,7.39,36.4,51.7,54.3,1.52,178.2,204.6,2.83,0.561,101.9,137,4.07
Soybean,Central,Loamy,770.6,21.0,60.0,7.85,6.22,44.8,33.7,48.1,2.79,98.4,423.3,1.32,0.713,49.3,83,2.193
Cotton,Central,Loamy,50.0,26.0,68.1,7.17,7.26,88.5,36.5,71.7,1.45,76.8,288.1,2.26,0.683,93.1,126,1.786
Maize,East,Sandy,489.1,13.4,64.2,6.72,5.92,55.7,27.6,34.9,1.73,85.8,375.6,2.84,0.707,64.3,154,4.246
Cotton,South,Clayey,219.3,32.1,46.1,6.93,7.33,59.0,42.3,64.1,4.09,223.5,225.8,2.63,0.862,73.9,111,1.882
Rice,Central,Clayey,639.3,25.0,64.8,7.61,7.46,50.0,42.0,64.5,2.86,201.6,276.8,0.1,0.607,54.5,147,4.22
Wheat,North,Silty,1189.5,21.3,50.8,7.13,6.1,52.1,36.9,49.7,3.42,152.8,349.8,2.39,0.706,99.9,116,3.436
Wheat,West,Sandy,645.7,21.4,75.7,8.47,6.84,61.8,49.0,51.4,4.4,64.5,281.1,0.61,0.278,89.8,117,2.586
Maize,East,Silty,673.1,29.2,60.8,5.62,6.69,58.4,27.6,58.3,2.91,203.5,193.0,3.05,0.627,68.0,90,4.949
Soybean,Central,Sandy,909.8,6.3,48.6,9.29,6.86,55.2,41.5,40.6,3.93,161.4,386.2,3.07,0.397,64.4,108,1.959
Rice,East,Loamy,705.3,19.1,70.3,6.37,7.4,50.2,47.2,37.9,3.36,104.0,333.9,0.63,0.505,95.5,152,4.585
Soybean,Central,Clayey,646.3,23.3,65.7,5.88,7.18,44.7,33.5,38.6,2.25,146.7,171.0,0.02,0.531,64.2,104,2.16
Soybean,North,Loamy,931.7,23.2,52.9,7.54,6.86,56.4,23.5,49.1,2.82,180.4,256.5,1.7,0.599,67.8,167,2.262
Rice,West,Sandy,818.0,39.0,71.0,7.64,6.96,51.3,19.7,38.4,2.22,123.3,201.6,1.76,0.513,65.3,116,4.231
Rice,North,Silty,772.2,22.0,69.4,4.39,5.61,82.0,41.9,34.9,3.58,87.8,241.7,2.01,0.543,65.1,154,4.54
Soybean,West,Silty,665.3,29.9,78.0,6.28,6.47,65.8,60.3,30.5,3.96,161.3,245.8,2.42,0.698,93.6,120,2.434
Soybean,North,Sandy,613.5,34.9,70.7,3.74,5.73,39.9,32.7,31.2,1.6,165.1,271.5,1.85,0.613,84.5,62,1.819
Wheat,Central,Loamy,929.3,28.0,56.8,5.99,6.49,32.5,45.4,36.0,2.09,36.4,129.7,2.1,0.59,68.7,102,2.6
Rice,West,Loamy,615.9,20.0,34.6,6.05,7.28,44.0,10.9,36.4,2.61,145.7,250.1,1.17,0.599,58.9,102,4.547
Maize,North,Loamy,1007.8,16.3,62.8,7.45,6.5,33.8,44.5,46.5,2.15,99.4,415.6,0.97,0.566,79.6,103,3.883
Maize,Central,Silty,438.2,28.5,65.1,5.82,4.75,43.1,26.9,34.1,2.73,178.6,506.9,2.6,0.749,74.6,89,4.563
Wheat,South,Silty,1058.4,33.9,60.8,6.17,5.77,35.5,35.3,51.9,3.33,47.8,163.1,2.52,0.586,95.6,95,2.282
Cotton,East,Clayey,818.0,27.3,14.8,8.96,6.91,45.1,40.9,72.5,4.25,73.6,429.4,1.64,0.939,65.5,135,2.022
Rice,North,Clayey,457.9,31.4,70.2,10.1,6.12,45.3,20.1,62.5,2.46,9.4,568.3,0.95,0.668,88.6,186,4.313
Rice,North,Sandy,827.2,39.6,46.3,5.62,7.05,52.2,77.7,30.1,2.41,174.9,276.5,3.55,0.712,74.9,125,4.429
Wheat,South,Loamy,537.4,29.0,70.3,8.53,5.65,46.9,32.7,40.8,3.34,60.1,361.3,3.71,0.553,85.8,111,2.459
Cotton,East,Loamy,708.4,17.4,85.5,7.58,6.77,36.5,47.3,27.2,2.91,70.4,421.8,3.14,0.683,112.5,60,1.755
Rice,East,Clayey,578.3,24.3,56.2,4.39,6.8,68.2,57.9,47.7,1.41,144.5,247.7,2.63,0.753,74.7,169,4.277
Cotton,Central,Loamy,666.8,32.2,66.6,5.81,7.05,56.0,43.5,48.5,2.1,140.4,414.1,0.91,0.632,123.5,147,1.746
Maize,North,Loamy,935.4,22.5,60.5,2.46,6.04,41.8,25.3,47.4,2.61,188.2,277.1,3.28,0.542,75.7,109,4.484
Cotton,West,Silty,829.6,33.0,67.9,7.49,7.05,36.7,41.2,30.3,3.74,194.3,414.9,2.58,0.764,59.2,128,2.059
Wheat,North,Clayey,418.7,23.6,61.6,5.38,7.55,28.0,17.9,35.9,4.07,217.8,482.0,0.98,0.894,111.3,108,3.864
Wheat,South,Sandy,433.0,26.0,52.2,7.2,4.91,26.9,36.0,58.4,1.9,246.9,451.0,2.71,0.377,116.3,91,3.057
Cotton,North,Loamy,767.7,21.9,46.4,10.86,6.54,65.7,60.1,50.6,2.19,212.6,262.4,1.49,0.529,61.3,110,1.818
Cotton,North,Loamy,785.8,25.0,83.9,9.39,5.24,64.1,23.1,32.8,3.82,170.0,371.8,2.83,0.593,64.2,141,1.674
Maize,East,Sandy,531.4,25.3,66.6,5.85,5.9,41.2,30.1,27.0,2.5,163.0,243.8,3.14,0.546,96.4,129,5.208
Wheat,Central,Sandy,1097.8,14.3,72.5,5.49,5.95,70.5,62.2,44.0,3.32,187.0,163.2,2.52,0.591,91.4,115,3.084
Cotton,West,Clayey,903.4,21.4,66.0,8.94,6.45,59.3,37.9,43.3,2.77,28.7,273.5,1.17,0.45,63.8,136,1.641
Rice,Central,Loamy,543.6,16.6,74.6,5.49,6.76,53.0,29.3,27.0,2.99,140.7,398.1,2.62,0.74,62.1,112,4.238
Cotton,East,Loamy,519.4,21.6,46.6,8.49,7.13,62.9,44.7,40.7,2.55,40.4,267.4,2.56,0.604,85.7,151,1.859
Cotton,North,Loamy,643.0,19.2,61.2,11.1,6.68,59.3,34.4,38.2,4.08,105.9,474.7,1.3,0.637,77.3,94,1.726
Cotton,South,Sandy,617.0,30.1,67.6,8.01,6.97,52.3,7.4,36.8,1.41,61.4,309.3,1.66,0.557,91.5,111,1.677
Soybean,Central,Sandy,1014.0,30.1,79.4,8.78,5.75,46.4,23.7,39.0,2.56,173.3,171.6,3.9,0.496,91.5,140,1.992
Soybean,North,Loamy,946.1,27.4,100.0,8.6,7.24,48.4,64.7,48.8,3.98,186.1,267.1,3.66,0.501,98.3,138,2.019
Maize,North,Clayey,708.8,16.4,66.1,6.16,4.19,25.9,43.9,46.3,2.75,223.0,223.2,1.45,0.841,39.1,103,4.991
Wheat,Central,Sandy,869.5,23.4,50.1,7.44,7.57,38.0,57.6,62.6,2.84,92.0,458.1,0.0,0.453,117.3,98,3.103
Rice,North,Loamy,905.7,15.9,42.1,5.57,7.44,77.0,27.6,47.8,3.91,110.5,360.6,3.48,0.541,90.4,133,4.649
Soybean,Central,Clayey,714.6,23.1,46.4,8.93,7.03,37.6,39.3,56.3,3.41,215.0,292.6,4.12,0.329,71.3,156,2.193
Cotton,West,Sandy,800.7,27.9,48.4,5.37,8.06,22.2,38.0,26.5,3.8,119.3,389.4,3.57,0.672,77.9,143,1.946
Maize,West,Sandy,848.5,30.0,16.5,8.05,5.24,63.6,33.4,47.1,4.15,106.9,207.3,1.65,0.733,93.0,90,4.406
Soybean,East,Sandy,821.9,26.8,49.9,8.7,7.05,53.7,42.5,39.8,1.51,192.8,163.7,2.67,0.337,84.7,103,2.089
Wheat,North,Loamy,505.3,31.6,70.8,6.26,6.59,54.6,26.6,55.1,2.49,181.1,149.3,1.08,0.491,85.0,93,3.83
Maize,East,Sandy,530.6,25.6,61.1,5.92,6.67,47.6,54.5,48.6,2.12,207.4,80.6,3.08,0.481,78.2,155,5.608
Maize,Central,Clayey,627.9,22.6,56.1,6.75,5.69,63.7,45.6,67.1,3.27,178.9,172.7,1.42,0.547,113.4,118,4.785
Cotton,Central,Loamy,523.3,29.2,35.7,5.66,6.78,72.9,37.9,32.0,3.98,126.4,367.8,1.36,0.683,86.8,112,1.887
Rice,East,Clayey,331.7,29.4,75.8,7.23,6.74,42.2,41.6,35.0,0.44,232.5,387.6,1.91,0.596,102.8,127,4.868
Rice,Central,Loamy,869.0,20.9,67.7,5.62,6.02,59.5,36.4,49.8,1.36,203.0,195.8,1.44,0.6,123.7,132,4.56
Rice,West,Clayey,786.6,26.3,59.8,5.73,6.45,66.8,19.3,43.2,0.87,149.0,58.9,2.73,0.386,99.3,110,4.603
Wheat,North,Loamy,365.2,22.2,27.0,7.82,5.58,41.3,28.1,31.8,2.08,203.2,251.4,1.15,0.594,86.0,127,4.288
Maize,West,Loamy,639.8,11.9,52.6,7.93,6.22,72.6,37.8,50.2,2.97,149.2,360.0,4.59,0.743,43.2,123,4.164
Soybean,West,Sandy,653.9,26.6,66.5,6.56,7.17,66.7,35.8,38.1,4.54,94.4,400.0,2.55,0.616,71.8,161,2.143
Cotton,East,Clayey,745.5,16.2,59.6,4.53,7.19,31.4,47.8,51.3,1.61,156.6,329.2,1.65,0.299,122.4,121,1.838
Cotton,West,Clayey,429.5,26.0,62.9,8.76,7.04,73.9,46.7,21.2,5.31,265.6,179.2,1.02,0.79,86.6,130,2.103
Wheat,Central,Sandy,361.5,14.8,70.3,6.33,7.17,32.2,33.3,40.9,3.44,212.5,387.4,1.69,0.803,53.3,104,3.934
Rice,East,Loamy,829.9,19.7,62.3,10.09,7.18,39.7,28.5,47.2,3.47,175.0,347.3,1.79,0.685,75.7,105,5.3
Rice,South,Sandy,316.5,21.4,69.7,6.8,6.05,60.3,49.1,47.4,3.63,96.2,388.8,1.73,0.74,56.4,132,4.761
Rice,Central,Silty,641.8,31.2,47.3,7.2,6.74,65.6,42.3,54.8,1.5,79.0,193.1,1.5,0.672,70.8,97,4.93
Cotton,Central,Loamy,618.5,20.8,41.7,6.35,7.26,51.5,32.5,41.6,2.32,135.3,361.6,1.18,0.699,71.9,128,1.575
Wheat,West,Clayey,669.2,17.6,67.2,7.37,5.53,40.6,26.3,51.3,1.89,113.6,404.2,2.91,0.514,68.3,114,3.283
Wheat,West,Sandy,763.2,26.2,70.2,12.0,5.53,46.1,31.9,44.0,3.55,151.1,137.9,3.41,0.719,81.5,135,3.064
Cotton,North,Loamy,1099.6,22.7,67.8,6.48,5.49,44.3,44.7,55.3,2.0,159.1,226.1,1.14,0.264,39.1,71,1.575
Cotton,East,Clayey,300.1,28.7,62.0,8.91,5.25,62.6,60.2,23.5,2.69,64.6,117.5,1.95,0.576,93.2,156,1.449
Rice,North,Loamy,919.1,17.9,55.1,7.14,5.76,43.9,37.5,8.5,2.23,99.7,202.5,0.2,0.737,108.7,79,3.933
Rice,East,Sandy,72.0,25.3,63.2,8.76,6.13,40.2,30.0,62.6,4.33,128.7,287.6,1.45,0.82,43.2,165,4.427
Maize,Central,Loamy,1048.4,38.8,65.7,4.1,7.56,27.8,65.9,37.0,2.29,176.2,126.3,3.97,0.663,101.3,122,3.93
Maize,South,Clayey,189.3,22.6,66.6,9.92,6.19,41.1,35.5,21.2,1.8,178.4,433.5,3.2,0.78,93.1,133,4.864
Cotton,Central,Loamy,1309.1,25.1,99.1,7.51,5.44,48.2,30.5,42.7,3.38,88.0,435.2,2.62,0.592,87.3,119,1.442
Maize,North,Loamy,602.6,14.0,46.2,6.6,6.62,33.0,35.1,37.7,2.84,76.5,284.4,0.84,0.696,81.0,122,4.672
Wheat,North,Clayey,1022.6,18.9,100.0,8.35,6.37,23.8,34.5,50.2,4.3,93.2,221.2,1.3,0.707,84.5,96,3.159
Maize,Central,Silty,971.0,26.8,41.1,7.22,5.95,64.7,55.2,51.9,3.21,197.8,294.7,1.48,0.246,97.3,136,4.657
Maize,North,Loamy,590.9,22.0,65.8,5.28,6.09,35.0,19.9,39.2,3.17,121.6,475.1,3.02,0.717,84.4,131,5.327
Maize,West,Sandy,610.1,27.7,42.1,3.37,7.25,30.4,47.1,58.0,3.78,156.4,375.0,3.3,0.618,133.8,131,4.342
Maize,West,Silty,490.7,26.5,64.6,9.74,5.51,73.5,39.9,28.0,3.36,175.0,84.1,2.01,0.633,67.3,157,5.175
Cotton,South,Sandy,896.8,16.1,74.7,6.67,5.33,62.7,33.3,12.1,3.69,223.7,29.5,2.91,0.734,112.9,85,1.589
Cotton,North,Sandy,594.1,30.1,60.5,6.08,6.83,65.4,36.0,47.1,3.61,76.8,191.3,1.27,0.52,77.4,122,2.069
Rice,South,Silty,495.3,16.5,74.6,6.2,6.07,57.6,37.0,41.4,2.57,222.8,294.8,2.33,0.604,72.1,83,4.711
Rice,North,Clayey,834.3,19.4,53.6,9.2,7.59,69.7,41.1,18.5,1.7,184.7,95.7,3.06,0.611,100.2,149,4.231
Soybean,West,Sandy,475.7,25.4,29.3,6.26,6.39,63.3,34.6,53.5,2.72,250.1,275.3,3.61,0.658,73.9,138,2.932
Maize,Central,Silty,617.8,33.4,69.4,7.97,6.43,44.8,39.2,21.2,0.89,234.3,98.8,0.85,0.277,114.8,114,4.116
Maize,Central,Clayey,726.8,18.0,60.5,6.5,7.05,34.0,30.7,43.4,2.16,156.6,301.0,3.46,0.701,65.1,142,4.563
Wheat,Central,Clayey,539.4,24.9,52.8,5.12,5.33,30.8,66.2,55.7,2.51,105.1,326.1,4.42,0.707,105.4,133,2.944
Rice,West,Sandy,577.1,24.9,53.8,8.35,6.74,47.9,52.1,48.6,4.2,189.7,504.5,0.6,0.404,92.0,83,4.647
Soybean,Central,Silty,1083.7,27.9,66.1,8.65,6.24,33.5,45.9,47.8,2.75,82.8,284.1,0.43,0.489,76.7,136,1.621
Cotton,West,Silty,648.9,31.1,47.8,5.98,7.22,38.0,34.7,38.4,4.65,163.0,257.4,3.65,0.77,60.4,99,1.937
Soybean,West,Silty,610.1,21.6,65.6,6.94,6.05,47.7,49.9,47.4,3.37,105.4,460.0,1.65,0.453,60.3,124,1.901
Rice,Central,Clayey,656.2,30.1,77.8,7.15,6.62,71.0,43.6,52.1,1.27,135.5,378.4,1.85,0.823,63.0,144,4.579
Wheat,South,Sandy,813.6,32.0,90.9,7.67,6.25,27.3,41.4,36.0,4.05,19.1,305.1,3.26,0.46,102.2,121,2.798
Wheat,East,Loamy,441.5,34.7,81.1,9.96,6.79,50.4,33.6,29.2,3.94,145.0,263.5,1.19,0.746,80.9,118,3.198
Rice,Central,Loamy,806.8,27.0,62.4,6.51,6.32,31.2,43.3,56.0,1.22,157.2,504.1,2.34,0.455,95.8,156,5.659
Maize,South,Silty,764.0,24.9,63.9,6.5,6.68,41.7,60.2,70.9,3.63,118.0,212.1,0.71,0.724,83.1,124,5.432
Cotton,South,Sandy,252.8,21.2,54.0,6.74,7.73,63.9,41.0,65.9,4.35,144.9,122.7,2.95,0.634,58.0,114,1.84
Cotton,North,Loamy,1148.6,15.2,53.0,5.59,6.3,37.3,36.8,8.2,0.76,85.0,277.0,2.95,0.636,87.1,80,1.322
Wheat,South,Loamy,1065.2,22.3,73.1,4.42,6.78,46.0,41.2,62.5,1.83,196.8,262.0,2.26,0.445,92.3,121,2.922
Soybean,East,Loamy,499.9,24.7,55.4,7.2,8.1,52.1,40.5,36.1,3.85,151.5,444.7,2.1,0.599,45.0,137,2.344
Rice,Central,Clayey,419.4,23.3,65.5,7.79,6.77,60.5,33.4,70.2,2.73,284.3,318.7,2.08,0.483,68.1,157,4.52
Wheat,North,Clayey,757.0,27.6,45.6,7.0,4.8,41.8,31.1,30.5,4.39,167.5,409.8,1.92,0.467,63.7,81,2.672
Maize,West,Sandy,343.5,15.3,80.6,6.91,6.03,68.9,49.5,29.2,3.86,172.9,0.0,2.02,0.798,54.9,131,5.244
Wheat,West,Clayey,1041.1,22.9,55.2,5.65,5.66,43.3,54.5,44.3,3.75,121.8,259.9,2.96,0.95,82.9,137,3.165
Rice,Central,Sandy,582.9,36.0,76.3,7.38,7.15,57.3,67.2,39.4,4.08,221.5,477.1,0.3,0.485,85.5,109,3.738
Maize,West,Silty,1105.5,30.0,49.4,7.25,6.43,47.2,45.5,40.1,2.1,124.3,170.5,3.92,0.664,106.3,161,4.579
Rice,North,Silty,493.9,27.7,48.6,7.71,7.24,61.1,41.4,58.2,2.61,253.7,266.5,2.28,0.742,96.1,99,4.637
Maize,East,Loamy,671.9,26.3,79.9,7.49,6.93,80.4,50.8,62.3,4.86,252.0,400.7,4.34,0.505,73.9,166,4.702
Maize,Central,Sandy,1016.8,21.8,50.6,7.59,6.93,45.8,29.1,31.8,2.57,119.3,239.4,2.34,0.467,73.9,123,5.242
Soybean,Central,Silty,619.2,13.5,36.5,8.98,5.64,49.8,47.7,68.0,4.01,133.4,393.9,2.1,0.6,115.5,139,2.09
Wheat,West,Clayey,768.0,26.7,44.4,7.86,6.85,43.5,52.5,27.8,2.72,106.5,227.5,2.72,0.603,90.1,110,3.567
Wheat,Central,Silty,973.2,9.3,72.9,7.72,7.46,41.2,52.3,36.5,2.15,69.8,295.5,0.84,0.221,103.0,82,2.462
Maize,West,Sandy,561.0,22.0,71.4,4.39,5.49,39.5,60.0,80.5,1.93,167.6,380.5,1.02,0.638,51.8,117,4.496
Rice,North,Loamy,384.6,24.0,48.6,8.58,6.28,49.7,32.8,50.2,3.47,150.3,169.0,1.89,0.721,48.3,136,4.446
Soybean,Central,Silty,335.3,21.3,50.5,6.55,6.75,38.3,34.1,35.8,4.22,189.7,202.3,2.16,0.674,71.7,106,2.699
Wheat,North,Silty,845.9,37.0,70.1,7.12,6.57,38.8,37.4,48.7,3.41,147.0,409.7,3.12,0.561,99.5,113,2.517
Maize,South,Clayey,797.2,34.9,79.7,5.09,7.51,5.0,26.6,54.9,3.17,202.3,205.5,2.17,0.382,111.8,122,3.745
Cotton,South,Sandy,965.4,30.2,59.0,10.13,7.01,70.8,46.5,49.7,1.77,147.1,315.2,3.54,0.669,64.7,82,1.868
Wheat,West,Loamy,631.5,18.4,68.3,3.29,6.78,74.7,48.1,62.9,2.92,138.3,416.9,0.0,0.484,90.6,113,3.118
Rice,North,Clayey,342.3,35.5,73.1,9.23,7.07,59.7,46.7,32.9,3.1,155.2,311.1,3.9,0.552,88.3,125,4.401
Cotton,West,Clayey,111.8,27.7,92.3,7.64,7.04,36.9,41.8,35.8,2.04,195.6,332.7,1.68,0.601,56.7,107,1.905
Maize,Central,Clayey,1417.0,18.3,42.7,4.14,6.53,31.0,52.1,32.5,3.35,127.8,485.9,2.77,0.721,63.0,151,4.806
Wheat,West,Loamy,831.7,24.2,50.0,10.05,6.25,26.5,46.9,33.4,2.23,204.5,576.1,3.29,0.756,77.8,126,3.121
Rice,South,Clayey,734.2,29.8,52.4,7.77,7.19,59.6,32.8,45.6,2.53,105.8,316.3,0.77,0.631,54.5,67,4.938
Soybean,Central,Clayey,769.7,20.4,72.4,3.46,5.98,69.0,5.0,30.1,3.69,131.2,249.1,3.53,0.605,130.7,107,2.397
Cotton,South,Silty,342.2,24.8,56.2,6.37,6.45,52.5,36.0,49.1,4.52,38.1,400.0,2.84,0.715,58.8,103,1.719
Rice,West,Clayey,501.3,25.9,64.7,7.8,5.69,62.9,40.5,53.9,4.43,129.5,206.8,3.86,0.468,70.9,99,4.216
Maize,East,Clayey,1135.8,17.4,61.8,9.57,7.01,56.7,40.6,27.9,2.78,82.7,457.6,2.17,0.497,87.3,158,3.587
Soybean,North,Sandy,864.6,22.4,60.0,6.39,7.36,38.4,37.8,36.2,3.47,183.3,234.3,2.09,0.819,84.8,136,2.194
Wheat,North,Clayey,509.1,17.8,61.6,3.03,5.85,65.1,33.6,37.9,3.56,180.5,249.2,1.35,0.82,92.3,110,3.608
Rice,North,Clayey,393.3,29.2,75.4,9.19,6.39,64.2,29.8,41.9,3.55,223.0,176.9,1.38,0.335,59.7,108,4.47
Soybean,Central,Silty,571.1,18.6,45.4,7.75,6.16,35.1,27.6,42.7,3.05,249.7,198.1,2.02,0.525,52.9,112,2.798
Wheat,Central,Silty,621.1,25.8,57.8,3.65,7.25,62.1,45.2,57.7,4.22,140.2,441.6,2.67,0.739,82.0,105,2.636
Soybean,East,Loamy,1212.3,15.7,41.8,7.51,7.49,47.8,53.1,58.7,2.31,105.7,341.1,2.84,0.657,61.9,103,1.679
Maize,Central,Silty,652.9,17.2,63.4,7.67,6.16,46.1,25.0,33.7,1.78,178.1,293.7,1.08,0.578,65.4,133,4.526
Cotton,North,Silty,402.6,16.9,57.1,6.51,4.34,55.9,39.3,54.7,3.28,126.7,546.0,1.99,0.418,64.0,68,1.382
Wheat,Central,Clayey,685.3,22.3,76.0,5.76,7.31,55.4,49.5,64.2,2.61,113.7,314.2,2.31,0.523,63.9,133,2.746
Cotton,South,Clayey,766.1,25.1,59.9,6.09,6.53,63.3,37.7,61.9,4.84,149.0,297.9,0.0,0.473,51.0,82,1.748
Rice,North,Clayey,379.9,26.2,53.3,6.51,6.53,37.3,48.6,47.9,2.46,114.7,166.5,2.95,0.804,58.6,133,4.726
Wheat,West,Sandy,800.5,13.4,56.3,7.53,7.17,58.5,52.9,44.2,3.96,273.6,202.9,1.83,0.486,72.7,147,3.216
Soybean,South,Sandy,1002.2,23.0,85.9,8.18,6.25,32.6,44.7,25.3,3.4,134.2,187.7,2.1,0.619,102.7,94,2.079
Maize,South,Silty,734.7,19.5,36.4,3.78,6.06,47.3,34.1,39.2,1.53,148.2,217.7,3.54,0.663,120.6,102,4.773
Cotton,West,Silty,500.7,27.2,50.6,7.38,6.25,48.3,55.8,24.1,3.52,198.6,243.8,1.09,0.584,98.5,144,1.711
